year,city,state,admin_financial,admin_judicial,admin_other,administration,air_transit,commercial_activ,correction,educ_elem_sec,educ_higher,education,education_services,envir_housing,fire,health,highways,hospitals,housing_commdevt,inspection,interest_general,libraries,misc,natural_resources,other_gen_spending,parking,parks_recreation,police,public_buildings,public_safety,public_welfare,seaport,sewerage,social_services,sp_empl_retire_tr,spend_intergovt,spend_liquor_store,spending_direct,spending_general,spending_utility,transportation,utility_elec,utility_gas,utility_transit,utility_water,waste_mgmt,welfare_cash,welfare_other,welfare_vendors,percentChange_police,percentChange_correction,percentChange_fire,percentChange_inspection,percentChange_public_safety,ratio_police_public_welfare,combined_police,combined_public_welfare,rank_public_safety,pct_social,pct_police,police_2017,police_1977,social_2017,social_1977
2012,Lincoln,NE,49.3,89.11,66.07,231.93,49.05,0,93.83,1675.55,0,1675.55,1709.4,335.11,92.96,84.51,272.48,0,145.05,22.78,87.44,33.85,260.35,1.24,260.35,15.83,50.71,182.63,27.45,392.2,39.24,0,97.61,123.75,45.41,0.11,0,4617.97,3477.55,1095.01,337.36,971.09,0,39.61,84.3,40.5,0,39.24,0,0.16217394011081374,7.8702791461412165,0.1542183622828785,4.0780379041248604,0.6514216022562695,4.654179408766565,0.8231396763870735,0.1768603236129265,147,-33.15487742309666,65.14216022562695,433.3,262.38,299.66,448.29
2013,Lincoln,NE,50.29,60.86,30.8,151.82,56.84,0,103.93,1611.26,0,1611.26,1629.57,329.23,92.47,95.14,334.18,0,136.58,47.94,130.73,18.31,252.01,3.56,252.01,16.31,59.78,182.59,9.87,426.93,47.23,0,91.15,142.37,47.73,0.14,0,4654.12,3470,1136.39,407.33,1005.5,0,39.77,91.13,38.17,0,47.23,0,0.16217394011081374,7.8702791461412165,0.1542183622828785,4.0780379041248604,0.6514216022562695,3.8659750158797377,0.794491341049517,0.20550865895048298,140,-33.15487742309666,65.14216022562695,433.3,262.38,299.66,448.29
2014,Lincoln,NE,49.27,61.54,30.3,151.68,97.87,0,106.13,1566.31,0,1566.31,1593.3,342.27,88.65,129.49,216.65,0,134.2,21.36,124.27,27,266.26,0,266.26,16.48,83.19,177.12,10.58,393.25,47.19,0,72.63,176.68,47.28,0.18,0,4513.93,3378.71,1087.93,331,922.89,0,42.56,122.49,52.25,0,47.19,0,0.16217394011081374,7.8702791461412165,0.1542183622828785,4.0780379041248604,0.6514216022562695,3.75333757151939,0.7896215059515849,0.21037849404841513,147,-33.15487742309666,65.14216022562695,433.3,262.38,299.66,448.29
2015,Lincoln,NE,49.66,61.91,31.04,152.43,126.06,0,107.34,1712.3,0,1712.3,1737.25,302.43,91.31,114.74,254.99,0,119.29,21.86,120.34,24.95,323.11,0,323.11,18.88,67.03,181.33,9.82,401.84,51.34,0,77.55,166.08,48.71,0.18,0,4892.23,3603.41,1240.11,399.93,1065.08,0,54.8,120.23,38.56,0,51.34,0,0.16217394011081374,7.8702791461412165,0.1542183622828785,4.0780379041248604,0.6514216022562695,3.53194390338917,0.7793441354708385,0.22065586452916147,148,-33.15487742309666,65.14216022562695,433.3,262.38,299.66,448.29
2016,Lincoln,NE,48.97,62.44,30.55,152.16,54.11,0,108.8,1948.03,0,1948.03,1972.26,319.36,91.7,124,279.7,0,115.81,20.55,110.68,24.23,320.4,0,320.4,22.01,64.75,183.58,10.2,404.63,50.4,0,87.28,174.4,43.14,0.08,0,5087.36,3809.71,1234.51,355.82,1062.51,0,53.36,118.64,51.53,0,50.4,0,0.16217394011081374,7.8702791461412165,0.1542183622828785,4.0780379041248604,0.6514216022562695,3.642460317460318,0.7845969741003505,0.21540302589964952,149,-33.15487742309666,65.14216022562695,433.3,262.38,299.66,448.29
2017,Lincoln,NE,49.11,62.88,30.92,156.31,48.11,0,108.04,1819.79,0,1819.79,1842.76,328.19,93.03,123.46,312.93,0,121.45,45.55,264.03,22.97,253.19,0,253.19,22.06,61.39,186.68,13.39,433.3,54.75,0,101.37,178.21,43.14,0.14,0,4206.9,3839.08,324.68,383.09,0,97.47,62.45,164.76,43.98,0,54.75,0,0.16217394011081374,7.8702791461412165,0.1542183622828785,4.0780379041248604,0.6514216022562695,3.4096803652968037,0.7732261939278466,0.22677380607215342,145,-33.15487742309666,65.14216022562695,433.3,262.38,299.66,448.29
1977,Little Rock,AR,22.02,0,52.5,105.33,67.57,0,8.31,697.33,0,697.33,724.18,458.14,137,9.12,101.73,0,261.96,10.07,68.47,26.85,173,0.51,173,1.07,57.09,134.32,30.81,289.7,6.2,10.68,82.75,15.31,24.33,2.88,0,2279.38,2015.18,239.87,181.05,0,0,50.55,189.32,55.84,0,6.2,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,21.664516129032258,0.9558781668089953,0.04412183319100484,117,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1978,Little Rock,AR,31.77,0,60.27,116.97,82.17,0,8.41,801.49,0,801.49,826.4,437.09,115.37,8.04,127.25,0,207.18,9.13,69.33,24.92,311.87,0.47,311.87,0.61,70.31,138.58,24.94,271.49,5.7,6.31,88.11,13.74,25.24,0,0,2578.27,2263.24,289.79,216.34,0,0,47.44,242.35,71.02,0,5.7,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,24.31228070175439,0.9604934848904908,0.03950651510950929,130,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1979,Little Rock,AR,28.43,0,64.07,106.83,173,0,9.82,736.86,0,736.86,762.02,501.9,104.24,10.62,114.07,0,304.02,9.4,69.87,25.15,449.43,0.47,449.43,3.29,54.15,128.57,14.33,252.04,5.64,5.58,79.28,16.26,24.21,0,0,2752.97,2454.3,274.45,295.95,0,0,48.49,225.96,63.98,0,5.64,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,22.79609929078014,0.9579763057894346,0.04202369421056554,135,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1980,Little Rock,AR,29.72,0,60.12,108.49,89.83,0,19.66,760.52,0,760.52,779.77,488.83,96.55,15.65,104.08,0,257.45,6.4,67.53,19.25,300.08,0.46,300.08,3.02,73.47,116.14,18.65,238.74,6.72,0,101.09,22.37,22.29,0,0,2522.66,2202.74,297.64,196.93,0,0,44.42,253.22,56.36,0,6.72,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,17.282738095238095,0.9453035975907537,0.054696402409246295,139,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1981,Little Rock,AR,26.84,0,59.62,102.46,83.6,0,17.46,779.1,0,779.1,796.61,373.69,100.58,11.48,159.74,0,170.42,9.4,273.55,17.5,172.4,0.38,172.4,0.27,50.64,127.14,16,254.58,6.19,0,90.9,17.67,21.11,0,0,2497.76,2234.58,242.07,243.62,0,0,46.41,195.66,61.36,0,6.19,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,20.53957996768982,0.9535738393459836,0.04642616065401635,133,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1982,Little Rock,AR,29.07,31.49,25.02,118.61,61.18,0,17.9,680.17,0,680.17,708.99,650.26,96.18,6.76,139.76,0,94.46,9.07,316.31,28.82,222.36,0,222.36,0.5,70.11,129.33,33.03,252.48,6.39,0,432.77,13.15,22.51,0,0,2775.02,2483.61,268.9,201.44,0,0,86.73,182.17,52.92,0,6.39,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,20.23943661971831,0.9529177718832892,0.047082228116710874,139,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1983,Little Rock,AR,28.78,33.61,26.31,128.8,87.91,0,20.4,679.4,0,679.4,709.79,497.71,103.36,14.28,130.73,0,84.76,9.08,274.32,30.39,260.86,0,260.86,12.61,75.86,141.29,40.1,274.13,6.39,0,285.76,20.67,24.76,0,0,2658.84,2397.52,236.56,231.24,0,0,50.51,186.05,51.33,0,6.39,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,22.11111111111111,0.9567307692307693,0.043269230769230775,133,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1984,Little Rock,AR,36.13,36.74,26.51,126.71,89.75,0,23.43,697.14,0,697.14,724.72,388.66,114.78,15.55,150.82,0,83.13,10.58,320.9,27.58,116.05,0,116.05,13.92,57.48,146.53,27.33,295.32,6.33,0,203.02,21.88,24.99,0,0,2515.57,2248.73,241.85,254.49,0,0,50.68,191.17,45.03,0,6.33,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,23.148499210110586,0.9585895590736621,0.041410440926337826,123,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1985,Little Rock,AR,46.96,45.65,36.77,154.72,41.38,0,27.98,771.8,0,771.8,800.83,329.77,121.95,16.76,163.73,0,130.36,10.6,365.35,29.03,119.97,0,119.97,13.43,67.36,160.52,25.33,321.05,3.71,8.57,83.62,20.47,26,0,0,2545.23,2339.25,179.98,227.1,0,0,51.27,128.71,48.42,0,3.71,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,43.26684636118598,0.9774097302563478,0.02259026974365219,117,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1986,Little Rock,AR,48.19,48.33,43.25,168.48,40.65,0,27.95,806.61,0,806.61,839.32,332.16,135.04,16.09,180.67,0,120.71,10.87,371.11,32.71,158.98,0,158.98,15.26,64.44,166.51,28.71,340.37,3.34,8.63,88.02,19.43,27.9,0,0,2738.76,2475.05,235.82,245.2,0,0,58.33,177.49,58.99,0,3.34,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,49.85329341317365,0.9803355902266706,0.019664409773329408,117,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1987,Little Rock,AR,34.13,49.05,41.49,169.4,43.6,0,28.84,844.7,0,844.7,873.91,348.24,128.4,14.91,109.18,0,134.92,10.11,396.75,29.21,174.04,0.42,174.04,13.56,72.24,165.17,44.73,332.52,3.25,8.74,93.37,18.16,28.63,0,0,2698.87,2488.1,182.14,175.08,0,0,52.99,129.15,47.29,0,3.25,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,50.82153846153846,0.9807030043937774,0.019296995606222542,124,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1988,Little Rock,AR,36.1,53.23,43.53,157.72,157.02,0,29.85,1130.02,0,1130.02,1163.75,401.25,128.21,18.03,126.76,0,116.91,10.32,387.46,33.73,190.04,0.39,190.04,13.65,71.17,158.23,24.87,326.61,0,31.87,167.71,18.03,28.94,0,0,3268.78,2974.16,265.68,329.3,0,0,52.81,212.87,45.07,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,131,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1989,Little Rock,AR,27.59,55.65,43.84,155.5,160.2,0,30.37,1283.57,0,1283.57,1322.13,460.43,126.36,19.33,133.25,0,119.8,11.64,332.66,38.56,130.18,0.41,130.18,15.73,63.32,162.46,28.41,330.84,0,11.81,232.55,19.33,29.68,0,0,3333.95,3072.06,232.2,321,0,0,52.89,179.31,44.35,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,130,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1990,Little Rock,AR,30.71,55.1,32.95,136.87,46.95,0,31.87,1144.33,0,1144.33,1201.31,368.33,142.02,46.73,257.43,0,112.27,12.85,368.47,56.98,160.66,0.33,160.66,12.47,62.17,185.39,18.11,372.13,0,12.51,125.95,46.73,30.74,0,0,3143.57,2983.88,128.94,329.37,0,0,27.34,101.6,67.62,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,121,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1991,Little Rock,AR,30.57,56.22,42.07,160.85,46.39,0,35.2,1267.73,0,1267.73,1322.92,443.73,136.05,54.79,181.24,0,190.15,12.23,375.6,55.19,173.3,0.36,173.3,1.8,83.67,187.26,31.99,370.73,0,9.4,110.79,54.79,33.29,0,0,3342.22,3140.75,168.18,238.82,0,0,25.92,142.26,58.76,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,118,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1992,Little Rock,AR,33.05,60.33,44.86,154.98,143.03,0,51.12,1377.24,0,1377.24,1428.76,449.14,138.16,65.02,184.19,0,191.55,10.87,359.11,51.52,126.6,0.36,126.6,9.15,79.46,200.49,16.73,400.64,0,8.34,122.87,65.02,34.37,0,0,3504.52,3328.96,141.19,344.71,0,0,14.99,126.2,54.9,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,112,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1993,Little Rock,AR,31.73,65.02,41.73,154.56,124.68,0,121.95,1304.42,0,1304.42,1322.45,420.97,143.56,71.25,263.15,0,140.51,5.77,336.44,18.04,31.6,0.36,31.6,7.57,95.82,210.97,16.09,482.26,0,17.89,127.95,71.25,35.83,0,0,3425.25,3232.84,156.58,413.3,0,0,14.88,141.71,56.33,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,87,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1994,Little Rock,AR,32.51,67.55,44.31,160.87,82.11,0,35.5,1258.29,0,1258.29,1275.28,464.24,149.33,66.8,256.49,0,127.71,5.65,309.34,16.98,316.51,0.36,316.51,5.8,129.98,207,16.5,397.47,0,13.52,158.65,66.8,37.73,0,0,3514.8,3348.44,128.63,357.92,0,0,15.75,112.88,47.54,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,113,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1995,Little Rock,AR,31.85,68.84,51.66,168.67,77.45,0,58.17,1220.51,0,1220.51,1235.89,534.68,144.99,59.82,232.76,0,132.23,5.79,245.57,15.39,227.7,0.4,227.7,4.43,98.26,221.78,16.33,430.75,0,6.41,174.99,59.82,33.8,0,0,3386.84,3224.13,128.91,321.05,0,0,19,109.92,128.82,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,104,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1996,Little Rock,AR,31.26,55.31,58.03,162.02,133.11,0,60.09,1235.13,0,1235.13,1271.62,454.89,155.01,83.38,260.48,0,138.92,6.1,255.41,36.49,272.19,0.32,272.19,3.59,109.49,257.51,17.43,478.71,0,13.3,130.47,83.38,40.26,0,0,3604.3,3388.72,175.31,410.49,0,0,19.37,155.94,75.68,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,101,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1997,Little Rock,AR,34.88,56.58,62.46,174.27,199.98,0,52.98,1335.97,0,1335.97,1374.38,575.81,157.26,80.68,276.27,0,148.26,5.89,255.47,38.42,268.52,0.87,268.52,2.9,138.67,281.25,20.35,497.38,0,16.79,158.43,80.68,45.81,0,0,3915.29,3722.45,147.02,495.94,0,0,30.84,116.18,129.58,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,95,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1998,Little Rock,AR,21.96,55.47,55.28,150.5,57.32,0,57.35,1359.83,0,1359.83,1402.95,574.37,172.47,80.03,295.25,0,239.71,5.79,248.12,43.12,135.41,0.84,135.41,3.27,134.07,310.84,17.79,546.45,0,7.03,105.62,80.03,48.2,0,0,3690.2,3500.7,141.3,362.87,0,0,21.1,120.2,94.13,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,85,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
1999,Little Rock,AR,26.19,56.7,51.02,152.13,57.11,0,54.23,1453.47,0,1453.47,1496.8,718.02,162.52,82.7,175.05,0,213.87,6.38,260.97,43.33,361.08,0.85,361.08,5.12,303.97,310.43,18.21,533.56,0,9.57,100.92,82.7,51.67,0,0,4055.6,3852.11,151.81,246.86,0,0,25.78,126.03,98.41,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,98,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
2000,Little Rock,AR,26.57,56.36,46.23,140.2,118.04,0,53.13,1320.25,0,1320.25,1362.37,557.14,165.3,90.17,140.19,0,233.61,6.37,228.11,42.11,276.99,0.83,276.99,7.95,91.91,306.83,11.05,531.62,0,8.67,137.86,90.17,72.53,0,0,3781.27,3461.45,247.29,274.84,0,0,23.75,223.53,92.93,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,98,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
2001,Little Rock,AR,24.89,54.35,47.01,137.59,60.39,0,51.42,1531.08,0,1531.08,1574.92,585.68,161.49,78.11,144.27,0,226.41,6.42,231.39,43.84,190.74,0.85,190.74,6.28,94.2,318.17,11.34,537.49,0,9.8,172.9,78.11,72.53,0,0,3902.19,3556.66,273.01,220.75,0,0,33,240,91.32,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,100,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
2002,Little Rock,AR,27.66,59.48,50.1,152.21,72.74,0,65.96,1646.43,0,1646.43,1693.42,583.16,169.46,61.34,190.55,0,203.55,6.86,242.8,46.99,377.06,0.02,377.06,6.01,104.69,339.17,14.96,581.44,0,9.64,177.81,61.34,73.56,0,0,4198.13,3970.37,154.2,278.95,0,0,29.46,124.74,97.09,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,96,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
2003,Little Rock,AR,26.27,54.07,42.13,132.04,89.93,0,53.4,1777.28,0,1777.28,1816.22,454.81,157.58,86.85,131.72,0,157.25,6.01,203.76,38.95,227.26,0.81,227.26,4.14,77.12,301.03,9.59,518.01,0,9.22,130.03,86.85,53.82,0,0,3825.62,3673.95,97.85,235,0,0,27.81,70.05,89.59,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,110,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
2004,Little Rock,AR,38.44,55.08,41.11,148.16,74.32,0,55.17,1828.41,0,1828.41,1883.7,425.9,169.97,95.19,187.32,0,135.33,5.92,213.22,55.3,130.7,0.79,130.7,4.16,69.01,337.02,13.53,568.08,0,9.27,135.18,95.19,114.11,0,0,3900.11,3740.04,45.97,275.08,0,0,45.97,0,85.58,0,0,0,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,Inf,1,0,99,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
2005,Little Rock,AR,44.53,58.27,48.18,178.19,172.4,2.63,58.24,1803.4,0,1803.4,1863.77,576.72,213.42,116.45,186.59,0,145.7,13.95,161.18,60.37,154.9,1.03,152.27,43.64,134.12,343.84,27.21,629.46,26.61,17.14,189.53,143.06,130.96,0,0,4301.64,4127.04,43.65,419.77,0,0,43.65,0,106.34,0,0,26.61,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,12.921458098459226,0.9281684437845863,0.07183155621541369,77,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
2006,Little Rock,AR,47.22,58.92,40.64,164.06,170.31,4.57,59.1,1822.07,0,1822.07,1870.8,754.76,212.1,128.42,189.8,0,161.86,17.79,175.81,48.74,191.68,1.12,187.11,6.83,145.22,378.47,17.28,667.46,24.38,13.3,354.03,152.81,114.43,26.84,0,4496.58,4357.61,24.54,380.25,0,0,24.54,0,92.53,0,0,24.38,1.8886986301369864,7.632972322503007,0.8413868613138686,-0.1390268123138034,1.487711425612703,15.523789991796557,0.9394811964751149,0.06051880352488519,73,25.62844880441447,148.77114256127032,720.69,289.7,348.33,277.27
